userName,score,at,content
Anny Gleceriani,1,2023-05-03 06:39:08,"shopee skrang leletnya minta ampun, terkait pengisian saldo saya pun dari kemarin kok sampai sekarang saldonya tidak bertambah atau masuk ke akun shopeepay saya, sudah di chat agen shopee dari kemarin malah di suruh tunggu lagi selama 24jam padahal sudah lewat dari 24jam, sekarang malah bilang sudah beres silakan berbelanja, padahal saldonya belum masuk juga. Payaah nih shopee. Bangke orang ada punya keperluan. Malah jadi kaya gini. Bangke bangke."
Martina Indra Yuniardita,2,2023-05-03 06:15:53,"Sekarang makin susah dapet cashback dr pembelian pulsa & token. Selesai ngasih penilaian produk juga jarang dapat koin, padahal udah lebih dari 50 karakter dan foto videonya udah sesuai s&k. Tapi tetep aja ga dapet koin. Lebih ribet karna banyak biaya tambahannya. Seperti biaya layanan :("
Sobari Wawat,1,2023-05-03 05:48:48,Lemot banget malah kejebak di checkout. Pas milih jenis pembayaran malah error. Shopee lite lancar malah gak ada Shopeepay. Sungguh tidak solutif
Be Kuncoro,5,2023-05-03 05:29:46,"Kualitas barang bagus sesuai harga, banyak diskon, perbanyak voucher ongkir gratis minimal belanjanya jng tinggi2, variasi pilihan barang dan harga beragam serta hrs teliti yg mendapatkan produk yg ori"
Reza Pahlevi,1,2023-05-03 05:20:43,"Lemot banget ini aplikasi beda sama toko sebelah, padahal koneksi internet stabil. Terlalu banyak fitur video joget gak jelas sih jadi banyak bug"
Toto Sugiarto,4,2023-05-03 05:08:44,Saya puas akan barang yg telah saya beli sesuai order dan system pengiriman yg mudah dipantau serta tetap waktu sampai sekalipun hari super sibuk karena macet arus mudik.... Bravo Shopee pertahankan dan tingkatkan terus pelayanan mu yach.
Hestanisyar Basyir,2,2023-05-03 05:07:25,"Video pendek tsb hilangkan ajalah, utk apa sih..? Rasa2nya g ada guna, aplikasi belanja musti ada video2 pendek yg malah cenderung dluar konteks belanja..makin g jelas nih aplikasinya"
Deni Sovick,3,2023-05-03 04:57:24,maaf turun dlu bintangnya.. terlalu bnyk bug. salah satunya sewaktu proses bayar tidak bisa proses. dikarenakan menunggu download fitur.. dan proses downloadnya menunjukkan indikator 0% tidak naik2.
Inshaqu Inshaqu,2,2023-05-03 04:39:14,"Semakin aneh apk nya banyak yg gak bisa ke baca... Pilihan ubah pengiriman gak kebaca, pilihan pembayaran juga gak kebaca sdh di uninstal dan di instal lg krn mengira HP nya ternyata apk nya yg jelek sekarang, mungkin krn kebanyakan yg pake dan jadi eror"
Ode Sukses,1,2023-05-03 04:38:56,"sy mengisi e tol mandiri 3 hari ga bisa masuk, lalu di hari ke 3 sy cancel,pindah ke pengembalian dana, ternyata di hari brikutnyanya pengembalian di tolak ! bgm sih managemen shopee ini. etol saat di perlukan ga bisa, lalu sdh ga di pakai masuk kembali ! sy ga bisa cek e tol tersebut karena sdh ku kembali kan kartunya. parah ... parah. pengalaman yg tdk mengenakkan dr shopee. !"
Yanti Diana,5,2023-05-03 04:17:05,"Cukup membantu, dan kurir nya pun sangat baik. Walaupun malam tetap di antar, pokoknya top lah tuk Shopee . Makin di tingkat kan lg yaa pelayanan nya"
rina19 S.A.R,1,2023-05-03 03:49:12,"Tolong jangan keluar sendiri dari aplikasi shopee y terus!!!! Sudah di-upgrade tapi masih keluar sendiri, saya sedang jalankan misi di game.. lama-lama nyawa game saya abis jika keluar sendiri!!!!"
Rifki Fabian,3,2023-05-03 03:33:27,"Menurutku sih biasa aja, tapi ada bugnya juga misalnya koneksinya lag, terkadang app nya eror juga. Dan yang aku gak sukai yaitu, kita haru buat nomor telepon baru."
Uda Motovlog,1,2023-05-03 03:23:07,"Tolong perbaiki.. semenjak diperbaharui... Sering galat, dan tiba2 eror ... Posisi handphone poco x3 GT ram 8/256 android 13 masak galat . Udah di uninstall dan install lagi . Tetap kayak gtu"
Anil Ma'ruf,5,2023-05-03 02:48:43,"Habis update kok gak bisa buka, malah muncul notif halaman dalam perbaikan harap kembali ke halaman utama, terus berulang- ulang gak kebuka-buka...!! Sudah clear chace, buka tutup paksa, SAMA SAJA...!!! Sudah 3 hari begini terus, kirain lg maintenance, nyatanya ERROR...!!!"
Yudhi Wn,1,2023-05-03 02:45:15,"Aplikasi gajelas. Baru buat paylater ada limit 500k gabisa buat belanja. ""Metode pembayaran gagal silahkan lakukan pembayaran lain"" Padal belanja tidak sampai limit tapi gabisa. Saya kecewa!!!"
Fepi Pertiwi,1,2023-05-03 00:35:07,Untuk fitur kereta atau pembelian listrik n pdam n sejenis y gak bisa di klik sama sekali padahal jaringan saya bagus selalu y update tp ttp aja hasilnya
Mas Wandi,5,2023-05-02 22:57:25,Aplikasi bagus dengan berbagai fitur yang memudahkan pengguna. Ada fitur notify yang memberikan info barang yang harganya lebih murah (mantap). Banyak promonya dan hadiah diberbagai fitur yang ada (mantap). Aplikasi terlalu berat karena banyaknya fitur tambahan .Good luck...
nia pertiwi,1,2023-05-02 22:40:18,"Setelah diupdate malah jadi lemot banget, sekarang malah beli token dari kemaren siang sampai pagi ini belum masuk, chat shopee juga mbulet banget prosesnya, mau chat aja susah kapan masalah saya ditangani, sedangkan token dirumah sudah bunyi terus, mana langsung beli 200rb lagi"
Dimaz Dk,1,2023-05-02 18:40:39,Ini kenapa ya shopee saya menarik bonus di mendadak sultan 50.000 rupiah kok gak masuk/ gak berhasil padahal saldo sudah hilang tapi saya coba narik bonus 200 rupiah malah masuk/berhasil... Susah paya ngumpulin malah gk masuk malah 50.000 rupiahnya hilang...
ajeng windy,2,2023-05-02 18:21:31,"Aplikasi lemot, data pribadi tersebar ke penipu saat spaylater raib tagihan masuk nya ke saya !! Saya 4 tahun selalu menggunakan shoppee dan baru kali ini data pribadi bisa tersebaar tlp cust tidak ada solusi... #payah"
Bimo,1,2023-05-02 16:42:24,"mau liat pesanan susah, banyak bug error. Ampuuun, aplikasi menu nya putih semua, versi terbaru apaan tetep aja ngeblank aplikasinya developernya di perbarui."
K_ Afanti58,3,2023-05-02 16:41:00,"Kurang-kurangi update. Admin kli bisa jangan terlalu besar, banyak yang mengeluh admin shopee terlalu besar. Untuk TF/shopee pay/cod sebisa mungkin dicairkan secepatnya. Tingkatkan lagi kinerja appsnya, terutama biar gk lemot. Terimakasih"
Erni Wati (GEA),5,2023-05-02 16:35:36,"Kenapa shoppe saat ini sulit sekali login nya, padahal saya ingin memesan barang yang saya suka. Tolonglah sesegera mungkin untuk di perbaikilah,.. trimksih 🙏"
Wahyu ArdiAnti,1,2023-05-02 16:15:14,"Sekarang jadi gak suka banget sama shopee,susah banget masuk ke akun lama padahal nomor masih aktif daftarpun ribet harus scan barcode dulu gimana mau scan coba hp cuma satu,mending perbarui lagi"
akun event,1,2023-05-02 15:38:51,"ini aplikasi belanja , atau game battle royal yah , kok berat banget kaya game pubg mobile. pada aplikasi cuman 50mb doang haloooo jelaskan dong aplikasi belanja atau game nihh. percuma ip 11 juga yah ttep berat"
Ferry Alfathir,5,2023-05-02 15:20:30,"Mantap. Lebih ditingkatkan lagi dalam segi kecepatan loading halamannya, karena kadang-kadang masih suka lambat. Selebih nya sudah bagus."
Angghi Hikma,2,2023-05-02 15:04:32,Kecewa dengan pihak shopee .. saya cust pelanggan lama tapi gagal mengaktifkan SPaylater & Spinjam padahal blm pernah pakai tapi selalu aja gagal dan disuruh coba kembali .. sudah bgtu tempo ajukan kembali lama 1bln .. tolong dong itu dibedakan mana cust baru mana cust lama .. tim audit nya ga bsa bedakan apa!?
Sani Desyamalawatie,2,2023-05-02 14:26:17,"Udah searching tapi masih suka ga muncul dengan lengkap apa yg di cari dan kadang udah scroll pun terus aja tulisannya memuat, ga muncul2 produk2nya, kadang udah scroll sampe bawah tapi tiba2 langsung ke atas sendiri, gitu aja terus sampe cape scroll ulang ke bawah."
kumara mettha2spy,5,2023-05-02 14:21:40,"Bagi yang komen ini dan itu just for shopee apk, tolong diteliti dulu tuh lemot dari mana nya.. Dari apk nya atau dri faktor hp nya yg meliputi ram hampir penuh atau kuota udah menipis atau jaringan anda sedang perbaikan seutuhnya.. Perlu digaris bawahin dulu bos ku kalau mau komen sedangkan aq aja gk ada masalah apa"" dri apk nya, selidiki dulu kalau betul keslahan dri apk baru dah boleh komen yg buruk"".. Haddeeee, org indonesia yg kurang gaul.."
Endang Purwaningsih,2,2023-05-02 12:04:00,"Mau CO di keranjang lemot banget, tak kira jaringan ku, terus pake wifi sama aja, trs liha ke play store belum update, trs saya update sma aja, tlng dng di perbaiki"
sissaiyan 212,5,2023-05-02 10:04:16,"Hallo Shopee, sungguh ini aplikasi amat bagus untuk belanja online dan juga murah mendapatkan dari diskon dan free ongkir nya, Alhamdulillah dari semua pengalaman saya di aplikasi Shopee sungguh baik dan menyenangkan, semoga aplikasi ini seiring berjalannya waktu aplikasi bisa semakin baik dan bagus.👍👍🙏🙏☺️☺️"
Firza Zhulfa,1,2023-05-02 09:33:01,"kenapa setiap buka kok jdi blank putih, saya kira lag ternyata ga muncul muncul sampe udah ganti signal. lemot gajelas. udah pake gratis ongkir, mana ngurang nya dikit, pake ada biaya biaya penanganan lah, langganan lah blbablabla gajelas, percuma."
Diva Aura,1,2023-05-02 07:53:16,"Tolong aplikasinya diperbaiki lagi, berat banget aplikasinya. Loading lama banget, mau klik apapun juga ga bisa. STOP bilang ""bersihkan cache, coba login logout, update aplikasinya, pastikan jaringan internet stabil"" karena itu semua ga ngaruh sama sekali. Aplikasi akan tetep lemot meskipun udah bersiin cache. Apa iya harus bersiin cache setiap 1 menit pemakaian aplikasi biar ga lemot? Tolong diperbaiki lagi aplikasinya jangan cuma nyuruh bersiin cache aja."
David Christian,1,2023-05-02 07:52:53,"Saya langganan belanja selalu menggunakan Shopee, hanya saja selalu kecewa dengan lemot nya, ngelag, sering bgt lag dan lemot, loading mulu muter2... Sekarang pelayanan makin buruk aja. Bayar tagihan listrik, kartu kredit, juga ngga bisa. Sering error... Terpaksa pindah ke app lain, TIDAK ADA PERUBAHAN, TETEP AJA LEMOT, terjadi kesalahan, coba lagi nanti tp trus seperti itu berulang. Sangat mengecewakan dan mengganggu aktivitas. Pengen nya cepet malah lama. Masa iya harus pindah2 app lain.."
Deden N. Natawisastra,3,2023-05-02 07:49:32,"Tidak ada ruang khusus utk menyampaikan masalah menggunakan SPinjam melainkan pertanyaannya sdh dibuatkan robot. Sebaiknya dibuka akses seluas2nya utk customer bisa sampaikan masalahnya, jangan yg sdh disediakan oleh robot karena bukan itu masalahnya. Tiap customer beda2 masalahnya. Supaya diperbaiki sistem pelayanan pelanggannya"
Anto gayenk,5,2023-05-02 07:32:54,"Yang paling aku suka dari shopee adalah sering gratis ongkir. Sekarang lelet, semenjak memakai jasa ekspedisi Shopee express.. J&T tetap yang terbaik 🙏"
Sholihin amirudin,3,2023-05-02 07:01:15,"Top up senilai rp 200.000 saldo tidak terisi namun status selesai. Sudah melaporkan 3x24 jam belum ada kejelasan, dan akirnya 6x24jam baru ada tanggapan pesan gagal dan pengembalian dana masih di dalam proses, Tolong di tingkatkan agar tidak terulang kembali."
Rian Shen,5,2023-05-02 07:00:31,"masukan buat shopee,kalau bisa smua transaksi pembayaran di retail KALAU BISA,kalau tidak bisa gpp,kode bayarnya di kasih barcode saja,lebih memudah karyawan retail untuk memprosesnya.terima kasih"
MAW gaming,1,2023-05-02 06:35:08,Parah shope sekarang tiba2 aja barang di retur kepenjual tanpa ada persetujuan dari custemer terlebih dahulu saya pesan barang yang tidak murah loh dan inden lama malah di retur seenaknya sendiri saya kecewa berat saya beralih saja ke e-commerce lain yang lebih baik
Victoria Anggraeni,1,2023-05-02 06:28:58,"Lebih baik menghindari isi ulang e toll lewat shopee karena jika saldo tidak masuk akan ribet proses pengajuan pengembaliannya, via tlp lebih dari 15 menit sangat lamban bertele2 pertanyaan di ulang2 via chat live juga...."
Fita Sari,3,2023-05-02 06:26:36,Kenapa setelah upgrade jadi makin lemot.. Mau cek out aja gk bisa2... Tolong di perbaiki aplikasinya biar makin mudah dan makin senang utk para pengguna😊😊😊🙏🙏🙏
Indra Nur,1,2023-05-02 05:29:54,"App kocak. mau log in akun malah disuruh scan barcode lewat akun itu sendiri. Nah gimana bisa scan barcode di dalam akun, orang masuk aja belum (ga ada yg nyangkut di device lain) Pdahal udah otp dan masuk melalui link juga udah. Mau ikut2an verifikasi 2 faktor kaya google tapi kocak logikanya ga jalan. -1 logika"
BENTER GAMING,2,2023-05-02 04:54:40,Untuk semuanya tidak ada kendala yh. Tpi untuk flash sale mohon admin menindak lanjuti untuk penggunaan bot di flash sale shopee ini. Menurut saya. Untuk penggunaan bot flash sale ini sangat merugikan untuk kaum gercep. Semoga ulasan ini cepat ditanggapi
Sang Gajah (Rinaldi),1,2023-05-02 04:50:46,"Makin kesini makin kesana. Semakin lama banyak biaya sana sini tak sperti dulu lagi. Dan sayngnya, meski untuk biaya pengembangan, tak ada sesuatu yg bagus bisa dirasakan secara nyata Selain itu banyak bug. Gabisa update saldo, pengajuan pengembalian ditolak. Uang 100K hilang gatau kemana"
Putri Geo Anggriani,1,2023-05-02 04:31:02,"Super lelet.. Jaringan bagus, kuota masih bnyak, aplikasi udah diperbarui tapi leletnya melebihi siput.. Gimna sih IT shopee.. Udh 2023 kok masih gini"" aja malah makin parah.. Kecewa banget"
Tria Marsha Srg.,3,2023-05-02 04:16:44,"Bintang 3 dulu sis Soalnya internet saya bagus bgt, tiba buka apk Shopee,,, wahh parah. Saya seperti tidak punya kuota. Kek nya sih, apk nya terlalu berat buat android 🙂"
Ari Irwandi,3,2023-05-02 03:48:44,"Dulu saya kasih ☆5, namun makin kesini aplikasi semakin berat, dan saya perhatikan masalah tidak terjadi hanya kepada saya, namun banyak pengguna yg merasakan demikian. Masalah clear cache sering sekali saya lakukan, namun itu bukanlah solusi yg tepat. Masukan saya mungkin harus ganti developer yg bisa membuat pengguna merasa nyaman dlm menggunakan aplikasi ini. Dgn berat hati sya turunkan ratingnya 🙏"
AMELIA CITRA,1,2023-05-02 02:40:16,"Lemooot banget sumpah padahal udah versi paling terbaru, udah clear chace udah log out & in... Gw sumpahin nie aplikasi kalo ga ada itikad baik buat memperbaiki jadi lebih baik, bangkrut. Siap siap ditinggal pembeli karna aplikasi loe yang super lemot, nge lag.. admin nya bisa nya nyuruh update!clear chace!😑😑😑😑"
AxBlack,1,2023-05-02 01:21:33,"Serius nih gunanya top up Shopeepay buat apa cuma transaksi dalam Shopee gak lebih dari itu gak ada promo top up gitu , kalah sama Ovo sama dana, kadang mau top up game baru atau game lama gak ada gak ada pilihan bayar pake Shopee kecewa"
Rafaela Giftya,2,2023-05-02 01:17:49,"Aplikasi shopee skrg lemot bgt .td nya mo belanja jd males. Ga sprti yg dlu. Harus nya si bisa di perbaiki , itu jg klo kalian pada pinter klo gk jg gpp tinggal uninstal pindah aplikasi lain. Klo bgni trus tanpa ada perbaikan Rating bs 3 ke bawah. Yakin dah gw . Ksh bintang 2 karna ksian aj, pgn nya mah ksh bintang 1 ."
Shandrio Tri Prasetyo,5,2023-05-02 00:05:52,"Sudah bagus, kekurangannya hanya pada lama waktu loading nya... meskipun sudah rutin di update. Tetap saja loadingnya agak lama."
Lani Jey89,1,2023-05-01 22:07:27,"Cairin duit shopeepay ke bank aja susahnya setengah mati, pesen bayar pakai shopeepay juga sama, muncul jaringan koneksi bermasalah, padahal koneksi lancar lancar aja, update udah terbaru juga kek gak guna apk membagongkan"
Riski Kips,1,2023-05-01 19:49:55,"shopee pay nya sering error terus semenjak di perbaruhi udah ada adminnya dan limit top up nya cuma 1jt,,lebih parahnnya lgi pas buka shopee pay katanya sedang memperbaruhi fitur di tunggu semaleman belum juga selesai padahal jaringan bagus."
Pramestello Jo,3,2023-05-01 16:14:52,"lemott , suka lag-lag gak jelas, suka gak bisa dipencet tombol tombol apapun. kurang nyaman dalam menggunakan aplikasi ini, tolong diperbaiki lagi aplikasinya agar pengguna dapat lebih nyaman saat menggunakan aplikasi ini 🙏🏽🙏🏽"
Delly Okta Salsabila,1,2023-05-01 15:28:46,"Baru kali ini saya update shopee sampai setiap loading lelet banget gara-gara fitur terbaru semuanya lelet walaupun sinyal full tetap lelet bukannya dipermudah malah dipersusah, bayar cash lewat shoppepay ya ampun baru kali ini ngalamin setengah jam lebih nunggu fitur download itu enggak gerak² biasanya enggak sampai separah itu astagfirullah, TOLONG BANGET DIPERBAIKI SECEPATNYA 🤛👍"
Fadli Peri,1,2023-05-01 14:36:21,"tidak rekomendasi, harusnya user friendly malah dibuat badmood dgn apk yg kadang2 susah untuk dpt sinyal pdhl semua apk di hp saya tidak ada masalah dgn internet dan kadang susah respon. makin lama makin berkurang kenyamanan untuk menggunakan apk ini"
Selly Talia,2,2023-05-01 14:21:08,"Kapan hari masi bisa buat pesan"" dan kenapa sekarang kok susah buat pesan jika kalo saya mau pesan selalu ada tulisan fitur tidak tersedia, itu kenapaa padhl saya mau beli , jaringan saya bagus kok cache selalu saya bersihkan , dan selalu saya perbarui, dan juga sudah saya login ulang ya berkali² tapi tetep ga bisa dan nihil , tolong ya dari pihak shopee ini kenapaa, sya jadi tidak Yaman tolong di perbaiki lagii dan tolong kasih alasan kenapaa.. fitur tidak tersedia, itu saja terimakasih"
Arkhan Bagoes,1,2023-05-01 13:53:33,"Shopee makin kesini makin gk karuan, lelet banget, kadang kala koneksi tidak stabil pdhl aku buka aplikasi lainnya lancar aja,buka game aja loading lama banget hadeuhh🤦 sekarang mh enak belanja di toko kuning,gk ada kendala trus selalu dpet free ongkir 0 rupiah, sekarang di shopee gk pernah dpet free ongkir 0 rupiah.. tolong min perbaiki lagi, jangan kecewakan pengguna shopee .. maaf ku kasih bintang 1 krna aplikasi sekarang jelek gk jelas"
Zenal Arifin,1,2023-05-01 13:00:04,"hai min, mohon maaf atas ketidak nyamanannya. jelek ya jelek aja sekarang mah aplikasinya, clear cache udah logout dan login udah jaringan stabil udah, tinggal developernya benerin!"
